plate	row	column	cell.count
Plate_1	3	8	350
Plate_1	3	9	332
Plate_1	3	10	379
Plate_1	3	11	378
Plate_1	3	12	115
Plate_1	3	13	422
Plate_1	3	14	322
Plate_1	3	15	358
Plate_1	3	16	349
Plate_1	3	17	277
Plate_1	3	18	392
Plate_1	3	19	320
Plate_1	3	20	332
Plate_1	3	21	153
Plate_1	3	22	338
Plate_1	3	23	354
Plate_1	3	24	292
Plate_1	3	25	352
Plate_1	3	26	264
Plate_1	3	27	370
Plate_1	3	28	324
Plate_1	3	29	62
Plate_1	3	30	351
Plate_1	3	31	391
Plate_1	3	32	394
Plate_1	3	33	286
Plate_1	3	34	371
Plate_1	3	35	382
Plate_1	3	36	376
Plate_1	3	37	304
Plate_1	3	38	352
Plate_1	3	39	316
Plate_1	3	40	409
Plate_1	3	41	360
Plate_1	3	42	376
Plate_1	3	43	224
Plate_1	3	44	369
Plate_1	3	45	437
Plate_1	3	46	397
Plate_1	3	47	363
Plate_1	3	48	373
Plate_1	4	1	20
Plate_1	4	2	364
Plate_1	4	3	165
Plate_1	4	4	305
Plate_1	4	5	115
Plate_1	4	6	322
Plate_1	4	7	360
Plate_1	4	8	333
Plate_1	4	9	343
Plate_1	4	10	394
Plate_1	4	11	436
Plate_1	4	12	353
Plate_1	4	13	393
Plate_1	4	14	344
Plate_1	4	15	419
Plate_1	4	16	462
Plate_1	4	17	371
Plate_1	4	18	408
Plate_1	4	19	312
Plate_1	4	20	388
Plate_1	4	21	398
Plate_1	4	22	375
Plate_1	4	23	444
Plate_1	4	24	366
Plate_1	4	25	403
Plate_1	4	26	411
Plate_1	4	27	351
Plate_1	4	28	394
Plate_1	4	29	379
Plate_1	4	30	342
Plate_1	4	31	339
Plate_1	4	32	349
Plate_1	4	33	405
Plate_1	4	34	307
Plate_1	4	35	392
Plate_1	4	36	286
Plate_1	4	37	285
Plate_1	4	38	310
Plate_1	4	39	457
Plate_1	4	40	350
Plate_1	4	41	6
Plate_1	4	42	334
Plate_1	4	43	403
Plate_1	4	44	411
Plate_1	4	45	408
Plate_1	4	46	377
Plate_1	4	47	377
Plate_1	4	48	435
Plate_1	5	1	195
Plate_1	5	2	125
Plate_1	5	3	134
Plate_1	5	4	279
Plate_1	5	5	265
Plate_1	5	6	344
Plate_1	5	7	346
Plate_1	5	8	390
Plate_1	5	9	407
Plate_1	5	10	412
Plate_1	5	11	370
Plate_1	5	12	167
Plate_1	5	13	352
Plate_1	5	14	399
Plate_1	5	15	400
Plate_1	5	16	361
Plate_1	5	17	300
Plate_1	5	18	385
Plate_1	5	19	325
Plate_1	5	20	394
Plate_1	5	21	346
Plate_1	5	22	455
Plate_1	5	23	368
Plate_1	5	24	285
Plate_1	5	25	451
Plate_1	5	26	378
Plate_1	5	27	245
Plate_1	5	28	397
Plate_1	5	29	377
Plate_1	5	30	309
Plate_1	5	31	386
Plate_1	5	32	354
Plate_1	5	33	223
Plate_1	5	34	382
Plate_1	5	35	346
Plate_1	5	36	424
Plate_1	5	37	287
Plate_1	5	38	362
Plate_1	5	39	418
Plate_1	5	40	358
Plate_1	5	41	335
Plate_1	5	42	307
Plate_1	5	43	325
Plate_1	5	44	527
Plate_1	5	45	420
Plate_1	5	46	454
Plate_1	5	47	465
Plate_1	5	48	446
Plate_1	6	1	385
Plate_1	6	2	407
Plate_1	6	3	251
Plate_1	6	4	345
Plate_1	6	5	305
Plate_1	6	6	394
Plate_1	6	7	453
Plate_1	6	8	432
Plate_1	6	9	408
Plate_1	6	10	362
Plate_1	6	11	389
Plate_1	6	12	211
Plate_1	6	13	381
Plate_1	6	14	361
Plate_1	6	15	404
Plate_1	6	16	414
Plate_1	6	17	470
Plate_1	6	18	403
Plate_1	6	19	273
Plate_1	6	20	420
Plate_1	6	21	302
Plate_1	6	22	381
Plate_1	6	23	291
Plate_1	6	24	365
Plate_1	6	25	363
Plate_1	6	26	371
Plate_1	6	27	356
Plate_1	6	28	476
Plate_1	6	29	361
Plate_1	6	30	431
Plate_1	6	31	434
Plate_1	6	32	426
Plate_1	6	33	364
Plate_1	6	34	493
Plate_1	6	35	341
Plate_1	6	36	303
Plate_1	6	37	392
Plate_1	6	38	406
Plate_1	6	39	454
Plate_1	6	40	143
Plate_1	6	41	379
Plate_1	6	42	381
Plate_1	6	43	8
Plate_1	6	44	450
Plate_1	6	45	330
Plate_1	6	46	473
Plate_1	6	47	410
Plate_1	6	48	418
Plate_1	7	1	352
Plate_1	7	2	377
Plate_1	7	3	236
Plate_1	7	4	427
Plate_1	7	5	428
Plate_1	7	6	381
Plate_1	7	7	390
Plate_1	7	8	359
Plate_1	7	9	414
Plate_1	7	10	172
Plate_1	7	11	191
Plate_1	7	12	398
Plate_1	7	13	402
Plate_1	7	14	402
Plate_1	7	15	172
Plate_1	7	16	413
Plate_1	7	17	450
Plate_1	7	18	188
Plate_1	7	19	328
Plate_1	7	20	385
Plate_1	7	21	431
Plate_1	7	22	199
Plate_1	7	23	96
Plate_1	7	24	414
Plate_1	7	25	345
Plate_1	7	26	237
Plate_1	7	27	366
Plate_1	7	28	408
Plate_1	7	29	184
Plate_1	7	30	361
Plate_1	7	31	428
Plate_1	7	32	449
Plate_1	7	33	390
Plate_1	7	34	368
Plate_1	7	35	403
Plate_1	7	36	329
Plate_1	7	37	414
Plate_1	7	38	375
Plate_1	7	39	390
Plate_1	7	40	349
Plate_1	7	41	364
Plate_1	7	42	242
Plate_1	7	43	376
Plate_1	7	44	395
Plate_1	7	45	335
Plate_1	7	46	444
Plate_1	7	47	421
Plate_1	7	48	457
Plate_1	8	1	368
Plate_1	8	2	331
Plate_1	8	3	301
Plate_1	8	4	302
Plate_1	8	5	435
Plate_1	8	6	351
Plate_1	8	7	368
Plate_1	8	8	279
Plate_1	8	9	404
Plate_1	8	10	299
Plate_1	8	11	422
Plate_1	8	12	330
Plate_1	8	13	243
Plate_1	8	14	317
Plate_1	8	15	371
Plate_1	8	16	372
Plate_1	8	17	366
Plate_1	8	18	312
Plate_1	8	19	371
Plate_1	8	20	9
Plate_1	8	21	383
Plate_1	8	22	201
Plate_1	8	23	481
Plate_1	8	24	351
Plate_1	8	25	348
Plate_1	8	26	173
Plate_1	8	27	490
Plate_1	8	28	368
Plate_1	8	29	422
Plate_1	8	30	400
Plate_1	8	31	450
Plate_1	8	32	372
Plate_1	8	33	368
Plate_1	8	34	398
Plate_1	8	35	395
Plate_1	8	36	301
Plate_1	8	37	399
Plate_1	8	38	336
Plate_1	8	39	470
Plate_1	8	40	347
Plate_1	8	41	321
Plate_1	8	42	50
Plate_1	8	43	431
Plate_1	8	44	438
Plate_1	8	45	359
Plate_1	8	46	455
Plate_1	8	47	451
Plate_1	8	48	318
Plate_1	9	1	430
Plate_1	9	2	476
Plate_1	9	3	352
Plate_1	9	4	367
Plate_1	9	5	345
Plate_1	9	6	339
Plate_1	9	7	453
Plate_1	9	8	420
Plate_1	9	9	425
Plate_1	9	10	386
Plate_1	9	11	415
Plate_1	9	12	184
Plate_1	9	13	361
Plate_1	9	14	455
Plate_1	9	15	431
Plate_1	9	16	346
Plate_1	9	17	412
Plate_1	9	18	433
Plate_1	9	19	343
Plate_1	9	20	413
Plate_1	9	21	434
Plate_1	9	22	358
Plate_1	9	23	388
Plate_1	9	24	435
Plate_1	9	25	317
Plate_1	9	26	398
Plate_1	9	27	362
Plate_1	9	28	374
Plate_1	9	29	198
Plate_1	9	30	423
Plate_1	9	31	359
Plate_1	9	32	428
Plate_1	9	33	385
Plate_1	9	34	409
Plate_1	9	35	386
Plate_1	9	36	406
Plate_1	9	37	392
Plate_1	9	38	354
Plate_1	9	39	477
Plate_1	9	40	108
Plate_1	9	41	426
Plate_1	9	42	240
Plate_1	9	43	220
Plate_1	9	44	404
Plate_1	9	45	418
Plate_1	9	46	444
Plate_1	9	47	387
Plate_1	9	48	369
Plate_1	10	1	359
Plate_1	10	2	421
Plate_1	10	3	321
Plate_1	10	4	407
Plate_1	10	5	307
Plate_1	10	6	315
Plate_1	10	7	394
Plate_1	10	8	398
Plate_1	10	9	299
Plate_1	10	10	417
Plate_1	10	11	11
Plate_1	10	12	159
Plate_1	10	13	326
Plate_1	10	14	402
Plate_1	10	15	329
Plate_1	10	16	363
Plate_1	10	17	355
Plate_1	10	18	289
Plate_1	10	19	433
Plate_1	10	20	355
Plate_1	10	21	138
Plate_1	10	22	327
Plate_1	10	23	486
Plate_1	10	24	458
Plate_1	10	25	308
Plate_1	10	26	341
Plate_1	10	27	407
Plate_1	10	28	320
Plate_1	10	29	374
Plate_1	10	30	315
Plate_1	10	31	383
Plate_1	10	32	350
Plate_1	10	33	348
Plate_1	10	34	400
Plate_1	10	35	308
Plate_1	10	36	404
Plate_1	10	37	388
Plate_1	10	38	414
Plate_1	10	39	340
Plate_1	10	40	429
Plate_1	10	41	332
Plate_1	10	42	432
Plate_1	10	43	409
Plate_1	10	44	421
Plate_1	10	45	481
Plate_1	10	46	357
Plate_1	10	47	398
Plate_1	10	48	394
Plate_1	11	1	217
Plate_1	11	2	433
Plate_1	11	3	315
Plate_1	11	4	356
Plate_1	11	5	300
Plate_1	11	6	452
Plate_1	11	7	511
Plate_1	11	8	497
Plate_1	11	9	411
Plate_1	11	10	434
Plate_1	11	11	439
Plate_1	11	12	469
Plate_1	11	13	364
Plate_1	11	14	430
Plate_1	11	15	386
Plate_1	11	16	332
Plate_1	11	17	497
Plate_1	11	18	476
Plate_1	11	19	256
Plate_1	11	20	371
Plate_1	11	21	401
Plate_1	11	22	426
Plate_1	11	23	431
Plate_1	11	24	413
Plate_1	11	25	452
Plate_1	11	26	436
Plate_1	11	27	432
Plate_1	11	28	379
Plate_1	11	29	402
Plate_1	11	30	483
Plate_1	11	31	417
Plate_1	11	32	440
Plate_1	11	33	440
Plate_1	11	34	445
Plate_1	11	35	482
Plate_1	11	36	392
Plate_1	11	37	407
Plate_1	11	38	410
Plate_1	11	39	449
Plate_1	11	40	157
Plate_1	11	41	363
Plate_1	11	42	402
Plate_1	11	43	380
Plate_1	11	44	451
Plate_1	11	45	485
Plate_1	11	46	428
Plate_1	11	47	475
Plate_1	11	48	406
Plate_1	12	1	492
Plate_1	12	2	450
Plate_1	12	3	204
Plate_1	12	4	397
Plate_1	12	5	481
Plate_1	12	6	396
Plate_1	12	7	246
Plate_1	12	8	361
Plate_1	12	9	384
Plate_1	12	10	409
Plate_1	12	11	405
Plate_1	12	12	469
Plate_1	12	13	389
Plate_1	12	14	433
Plate_1	12	15	498
Plate_1	12	16	468
Plate_1	12	17	408
Plate_1	12	18	420
Plate_1	12	19	461
Plate_1	12	20	414
Plate_1	12	21	461
Plate_1	12	22	433
Plate_1	12	23	373
Plate_1	12	24	479
Plate_1	12	25	440
Plate_1	12	26	461
Plate_1	12	27	445
Plate_1	12	28	434
Plate_1	12	29	411
Plate_1	12	30	481
Plate_1	12	31	429
Plate_1	12	32	331
Plate_1	12	33	415
Plate_1	12	34	414
Plate_1	12	35	459
Plate_1	12	36	458
Plate_1	12	37	458
Plate_1	12	38	500
Plate_1	12	39	480
Plate_1	12	40	420
Plate_1	12	41	488
Plate_1	12	42	516
Plate_1	12	43	506
Plate_1	12	44	458
Plate_1	12	45	480
Plate_1	12	46	433
Plate_1	12	47	384
Plate_1	12	48	454
Plate_1	13	1	406
Plate_1	13	2	498
Plate_1	13	3	288
Plate_1	13	4	282
Plate_1	13	5	399
Plate_1	13	6	506
Plate_1	13	7	409
Plate_1	13	8	495
Plate_1	13	9	413
Plate_1	13	10	395
Plate_1	13	11	404
Plate_1	13	12	400
Plate_1	13	13	397
Plate_1	13	14	541
Plate_1	13	15	373
Plate_1	13	16	288
Plate_1	13	17	434
Plate_1	13	18	404
Plate_1	13	19	428
Plate_1	13	20	407
Plate_1	13	21	437
Plate_1	13	22	517
Plate_1	13	23	463
Plate_1	13	24	478
Plate_1	13	25	354
Plate_1	13	26	344
Plate_1	13	27	268
Plate_1	13	28	317
Plate_1	13	29	413
Plate_1	13	30	406
Plate_1	13	31	431
Plate_1	13	32	429
Plate_1	13	33	394
Plate_1	13	34	499
Plate_1	13	35	381
Plate_1	13	36	4
Plate_1	13	37	432
Plate_1	13	38	465
Plate_1	13	39	373
Plate_1	13	40	401
Plate_1	13	41	336
Plate_1	13	42	435
Plate_1	13	43	159
Plate_1	13	44	405
Plate_1	13	45	396
Plate_1	13	46	392
Plate_1	13	47	395
Plate_1	13	48	476
Plate_1	14	1	343
Plate_1	14	2	356
Plate_1	14	3	377
Plate_1	14	4	389
Plate_1	14	5	439
Plate_1	14	6	544
Plate_1	14	7	80
Plate_1	14	8	530
Plate_1	14	9	396
Plate_1	14	10	351
Plate_1	14	11	289
Plate_1	14	12	244
Plate_1	14	13	368
Plate_1	14	14	456
Plate_1	14	15	362
Plate_1	14	16	394
Plate_1	14	17	414
Plate_1	14	18	392
Plate_1	14	19	394
Plate_1	14	20	436
Plate_1	14	21	453
Plate_1	14	22	420
Plate_1	14	23	332
Plate_1	14	24	411
Plate_1	14	25	361
Plate_1	14	26	353
Plate_1	14	27	411
Plate_1	14	28	442
Plate_1	14	29	425
Plate_1	14	30	381
Plate_1	14	31	367
Plate_1	14	32	418
Plate_1	14	33	322
Plate_1	14	34	503
Plate_1	14	35	376
Plate_1	14	36	481
Plate_1	14	37	387
Plate_1	14	38	452
Plate_1	14	39	345
Plate_1	14	40	360
Plate_1	14	41	318
Plate_1	14	42	415
Plate_1	14	43	194
Plate_1	14	44	476
Plate_1	14	45	411
Plate_1	14	46	417
Plate_1	14	47	413
Plate_1	14	48	445
Plate_1	15	1	381
Plate_1	15	2	472
Plate_1	15	3	351
Plate_1	15	4	476
Plate_1	15	5	464
Plate_1	15	6	467
Plate_1	15	7	493
Plate_1	15	8	268
Plate_1	15	9	478
Plate_1	15	10	364
Plate_1	15	11	476
Plate_1	15	12	369
Plate_1	15	13	466
Plate_1	15	14	407
Plate_1	15	15	379
Plate_1	15	16	329
Plate_1	15	17	426
Plate_1	15	18	344
Plate_1	15	19	384
Plate_1	15	20	438
Plate_1	15	21	464
Plate_1	15	22	409
Plate_1	15	23	477
Plate_1	15	24	477
Plate_1	15	25	471
Plate_1	15	26	435
Plate_1	15	27	472
Plate_1	15	28	366
Plate_1	15	29	406
Plate_1	15	30	473
Plate_1	15	31	421
Plate_1	15	32	392
Plate_1	15	33	415
Plate_1	15	34	369
Plate_1	15	35	471
Plate_1	15	36	414
Plate_1	15	37	388
Plate_1	15	38	410
Plate_1	15	39	406
Plate_1	15	40	432
Plate_1	15	41	358
Plate_1	15	42	412
Plate_1	15	43	355
Plate_1	15	44	431
Plate_1	15	45	441
Plate_1	15	46	493
Plate_1	15	47	463
Plate_1	15	48	455
Plate_1	16	1	449
Plate_1	16	2	515
Plate_1	16	3	341
Plate_1	16	4	388
Plate_1	16	5	382
Plate_1	16	6	466
Plate_1	16	7	393
Plate_1	16	8	403
Plate_1	16	9	435
Plate_1	16	10	414
Plate_1	16	11	430
Plate_1	16	12	414
Plate_1	16	13	383
Plate_1	16	14	535
Plate_1	16	15	462
Plate_1	16	16	124
Plate_1	16	17	391
Plate_1	16	18	456
Plate_1	16	19	415
Plate_1	16	20	426
Plate_1	16	21	419
Plate_1	16	22	398
Plate_1	16	23	387
Plate_1	16	24	418
Plate_1	16	25	417
Plate_1	16	26	366
Plate_1	16	27	347
Plate_1	16	28	515
Plate_1	16	29	464
Plate_1	16	30	428
Plate_1	16	31	93
Plate_1	16	32	459
Plate_1	16	33	421
Plate_1	16	34	363
Plate_1	16	35	467
Plate_1	16	36	182
Plate_1	16	37	166
Plate_1	16	38	476
Plate_1	16	39	380
Plate_1	16	40	460
Plate_1	16	41	422
Plate_1	16	42	437
Plate_1	16	43	469
Plate_1	16	44	416
Plate_1	16	45	416
Plate_1	16	46	495
Plate_1	16	47	417
Plate_1	16	48	450
Plate_1	17	1	390
Plate_1	17	2	392
Plate_1	17	3	337
Plate_1	17	4	396
Plate_1	17	5	237
Plate_1	17	6	448
Plate_1	17	7	192
Plate_1	17	8	438
Plate_1	17	9	415
Plate_1	17	10	189
Plate_1	17	11	376
Plate_1	17	12	403
Plate_1	17	13	470
Plate_1	17	14	258
Plate_1	17	15	408
Plate_1	17	16	436
Plate_1	17	17	449
Plate_1	17	18	434
Plate_1	17	19	429
Plate_1	17	20	205
Plate_1	17	21	466
Plate_1	17	22	419
Plate_1	17	23	440
Plate_1	17	24	426
Plate_1	17	25	393
Plate_1	17	26	433
Plate_1	17	27	414
Plate_1	17	28	359
Plate_1	17	29	449
Plate_1	17	30	43
Plate_1	17	31	457
Plate_1	17	32	218
Plate_1	17	33	440
Plate_1	17	34	422
Plate_1	17	35	438
Plate_1	17	36	228
Plate_1	17	37	366
Plate_1	17	38	414
Plate_1	17	39	378
Plate_1	17	40	142
Plate_1	17	41	419
Plate_1	17	42	450
Plate_1	17	43	449
Plate_1	17	44	449
Plate_1	17	45	452
Plate_1	17	46	397
Plate_1	17	47	424
Plate_1	17	48	430
Plate_1	18	1	395
Plate_1	18	2	438
Plate_1	18	3	369
Plate_1	18	4	428
Plate_1	18	5	417
Plate_1	18	6	438
Plate_1	18	7	448
Plate_1	18	8	412
Plate_1	18	9	422
Plate_1	18	10	234
Plate_1	18	11	421
Plate_1	18	12	346
Plate_1	18	13	393
Plate_1	18	14	430
Plate_1	18	15	202
Plate_1	18	16	443
Plate_1	18	17	408
Plate_1	18	18	360
Plate_1	18	19	439
Plate_1	18	20	367
Plate_1	18	21	425
Plate_1	18	22	324
Plate_1	18	23	434
Plate_1	18	24	198
Plate_1	18	25	471
Plate_1	18	26	147
Plate_1	18	27	472
Plate_1	18	28	421
Plate_1	18	29	349
Plate_1	18	30	338
Plate_1	18	31	240
Plate_1	18	32	363
Plate_1	18	33	477
Plate_1	18	34	436
Plate_1	18	35	406
Plate_1	18	36	434
Plate_1	18	37	381
Plate_1	18	38	393
Plate_1	18	39	182
Plate_1	18	40	476
Plate_1	18	41	390
Plate_1	18	42	453
Plate_1	18	43	389
Plate_1	18	44	378
Plate_1	18	45	405
Plate_1	18	46	473
Plate_1	18	47	392
Plate_1	18	48	335
Plate_1	19	1	450
Plate_1	19	2	490
Plate_1	19	3	490
Plate_1	19	4	409
Plate_1	19	5	491
Plate_1	19	6	396
Plate_1	19	7	501
Plate_1	19	8	367
Plate_1	19	9	459
Plate_1	19	10	431
Plate_1	19	11	115
Plate_1	19	12	254
Plate_1	19	13	66
Plate_1	19	14	469
Plate_1	19	15	458
Plate_1	19	16	480
Plate_1	19	17	476
Plate_1	19	18	172
Plate_1	19	19	372
Plate_1	19	20	421
Plate_1	19	21	427
Plate_1	19	22	418
Plate_1	19	23	407
Plate_1	19	24	423
Plate_1	19	25	406
Plate_1	19	26	429
Plate_1	19	27	381
Plate_1	19	28	405
Plate_1	19	29	415
Plate_1	19	30	430
Plate_1	19	31	422
Plate_1	19	32	495
Plate_1	19	33	395
Plate_1	19	34	400
Plate_1	19	35	413
Plate_1	19	36	254
Plate_1	19	37	449
Plate_1	19	38	439
Plate_1	19	39	374
Plate_1	19	40	393
Plate_1	19	41	405
Plate_1	19	42	369
Plate_1	19	43	380
Plate_1	19	44	349
Plate_1	19	45	434
Plate_1	19	46	477
Plate_1	19	47	410
Plate_1	19	48	384
Plate_1	20	1	422
Plate_1	20	2	224
Plate_1	20	3	395
Plate_1	20	4	414
Plate_1	20	5	423
Plate_1	20	6	456
Plate_1	20	7	442
Plate_1	20	8	464
Plate_1	20	9	425
Plate_1	20	10	183
Plate_1	20	11	445
Plate_1	20	12	402
Plate_1	20	13	463
Plate_1	20	14	494
Plate_1	20	15	255
Plate_1	20	16	394
Plate_1	20	17	398
Plate_1	20	18	424
Plate_1	20	19	399
Plate_1	20	20	404
Plate_1	20	21	454
Plate_1	20	22	542
Plate_1	20	23	448
Plate_1	20	24	440
Plate_1	20	25	515
Plate_1	20	26	424
Plate_1	20	27	434
Plate_1	20	28	413
Plate_1	20	29	397
Plate_1	20	30	390
Plate_1	20	31	327
Plate_1	20	32	467
Plate_1	20	33	450
Plate_1	20	34	389
Plate_1	20	35	407
Plate_1	20	36	424
Plate_1	20	37	401
Plate_1	20	38	393
Plate_1	20	39	478
Plate_1	20	40	328
Plate_1	20	41	393
Plate_1	20	42	437
Plate_1	20	43	368
Plate_1	20	44	425
Plate_1	20	45	393
Plate_1	20	46	459
Plate_1	20	47	397
Plate_1	20	48	377
Plate_1	21	1	423
Plate_1	21	2	447
Plate_1	21	3	435
Plate_1	21	4	384
Plate_1	21	5	412
Plate_1	21	6	407
Plate_1	21	7	450
Plate_1	21	8	427
Plate_1	21	9	439
Plate_1	21	10	165
Plate_1	21	11	499
Plate_1	21	12	452
Plate_1	21	13	147
Plate_1	21	14	401
Plate_1	21	15	508
Plate_1	21	16	461
Plate_1	21	17	514
Plate_1	21	18	419
Plate_1	21	19	478
Plate_1	21	20	401
Plate_1	21	21	493
Plate_1	21	22	481
Plate_1	21	23	300
Plate_1	21	24	442
Plate_1	21	25	402
Plate_1	21	26	422
Plate_1	21	27	455
Plate_1	21	28	440
Plate_1	21	29	342
Plate_1	21	30	328
Plate_1	21	31	453
Plate_1	21	32	1
Plate_1	21	33	371
Plate_1	21	34	469
Plate_1	21	35	1
Plate_1	21	36	444
Plate_1	21	37	436
Plate_1	21	38	454
Plate_1	21	39	435
Plate_1	21	40	470
Plate_1	21	41	448
Plate_1	21	42	469
Plate_1	21	43	405
Plate_1	21	44	397
Plate_1	21	45	524
Plate_1	21	46	436
Plate_1	21	47	429
Plate_1	21	48	495
Plate_1	22	1	398
Plate_1	22	2	456
Plate_1	22	3	401
Plate_1	22	4	406
Plate_1	22	5	420
Plate_1	22	6	449
Plate_1	22	7	402
Plate_1	22	8	430
Plate_1	22	9	428
Plate_1	22	10	400
Plate_1	22	11	221
Plate_1	22	12	503
Plate_1	22	13	479
Plate_1	22	14	223
Plate_1	22	15	401
Plate_1	22	16	427
Plate_1	22	17	460
Plate_1	22	18	474
Plate_1	22	19	478
Plate_1	22	20	354
Plate_1	22	21	494
Plate_1	22	22	400
Plate_1	22	23	343
Plate_1	22	24	446
Plate_1	22	25	448
Plate_1	22	26	369
Plate_1	22	27	483
Plate_1	22	28	279
Plate_1	22	29	466
Plate_1	22	30	411
Plate_1	22	31	415
Plate_1	22	32	444
Plate_1	22	33	402
Plate_1	22	34	418
Plate_1	22	35	541
Plate_1	22	36	520
Plate_1	22	37	264
Plate_1	22	38	419
Plate_1	22	39	451
Plate_1	22	40	511
Plate_1	22	41	324
Plate_1	22	42	369
Plate_1	22	43	472
Plate_1	22	44	460
Plate_1	22	45	406
Plate_1	22	46	423
Plate_1	22	47	496
Plate_1	22	48	389
Plate_1	23	1	424
Plate_1	23	2	523
Plate_1	23	3	398
Plate_1	23	4	473
Plate_1	23	5	498
Plate_1	23	6	460
Plate_1	23	7	484
Plate_1	23	8	373
Plate_1	23	9	223
Plate_1	23	10	463
Plate_1	23	11	203
Plate_1	23	12	362
Plate_1	23	13	110
Plate_1	23	14	194
Plate_1	23	15	508
Plate_1	23	16	398
Plate_1	23	17	517
Plate_1	23	18	310
Plate_1	23	19	163
Plate_1	23	20	453
Plate_1	23	21	42
Plate_1	23	22	474
Plate_1	23	23	42
Plate_1	23	24	475
Plate_1	23	25	416
Plate_1	23	26	453
Plate_1	23	27	421
Plate_1	23	28	443
Plate_1	23	29	490
Plate_1	23	30	74
Plate_1	23	31	410
Plate_1	23	32	449
Plate_1	23	33	461
Plate_1	23	34	514
Plate_1	23	35	368
Plate_1	23	36	456
Plate_1	23	37	164
Plate_1	23	38	216
Plate_1	23	39	236
Plate_1	23	40	478
Plate_1	23	41	458
Plate_1	23	42	118
Plate_1	23	43	545
Plate_1	23	44	391
Plate_1	23	45	519
Plate_1	23	46	399
Plate_1	23	47	397
Plate_1	23	48	404
Plate_1	24	1	427
Plate_1	24	2	484
Plate_1	24	3	502
Plate_1	24	4	421
Plate_1	24	5	476
Plate_1	24	6	479
Plate_1	24	7	408
Plate_1	24	8	405
Plate_1	24	9	465
Plate_1	24	10	402
Plate_1	24	11	426
Plate_1	24	12	427
Plate_1	24	13	455
Plate_1	24	14	451
Plate_1	24	15	463
Plate_1	24	16	325
Plate_1	24	17	411
Plate_1	24	18	178
Plate_1	24	19	447
Plate_1	24	20	344
Plate_1	24	21	472
Plate_1	24	22	462
Plate_1	24	23	479
Plate_1	24	24	176
Plate_1	24	25	393
Plate_1	24	26	464
Plate_1	24	27	404
Plate_1	24	28	458
Plate_1	24	29	403
Plate_1	24	30	473
Plate_1	24	31	448
Plate_1	24	32	86
Plate_1	24	33	448
Plate_1	24	34	549
Plate_1	24	35	84
Plate_1	24	36	479
Plate_1	24	37	428
Plate_1	24	38	473
Plate_1	24	39	510
Plate_1	24	40	384
Plate_1	24	41	367
Plate_1	24	42	196
Plate_1	24	43	459
Plate_1	24	44	407
Plate_1	24	45	316
Plate_1	24	46	497
Plate_1	24	47	397
Plate_1	24	48	381
Plate_1	25	1	536
Plate_1	25	2	445
Plate_1	25	3	341
Plate_1	25	4	408
Plate_1	25	5	518
Plate_1	25	6	410
Plate_1	25	7	338
Plate_1	25	8	479
Plate_1	25	9	444
Plate_1	25	10	361
Plate_1	25	11	98
Plate_1	25	12	472
